,Unnamed: 0,id,name,state,city,latitude,longitude,license_type,address,rating,reviews_count,zip_code,web_url,retailer_services,phone,adult_use_cultivation,adult_use_nonstorefront,adult_use_retail,distributor,medical_cultivation,medical_nonstorefront,medical_retail,microbusiness
381,381,59116,Bakersfield's Best 20 Cap,CA,Bakersfield,35.353907,-119.052066,medical,3921 Stockdale Hwy,4.0,437,93309,https://weedmaps.com/dispensaries/bakersfield-s-best-20-cap,storefront,(661) 417-1280,,,,,,,,
382,382,2324,The Imperial Roots Collective,CA,Bakersfield,35.288775,-119.05667,medical,,4.0,383,93313,https://weedmaps.com/deliveries/the-imperial-roots-collective,delivery,6614370343,,,,,,,,
383,383,41141,TJC Delivery,CA,Bakersfield,35.318187,-119.05663799999999,medical,,4.0,22,93301,https://weedmaps.com/deliveries/tjc-delivery,delivery,213-306-9342,,,,,,,,
384,384,48089,RGC Bakersfield,CA,Bakersfield,35.303931,-119.00278200000001,medical,5606 S. Union Ave,4.0,290,93307,https://weedmaps.com/dispensaries/rgc-bakersfield,storefront,661-374-7277 ,,,,,,,,
385,385,56779,Fresh Baked 20 Cap,CA,Bakersfield,35.329195,-119.011623,medical,2860 South Chester Avenue Unit E.,4.0,480,93304,https://weedmaps.com/dispensaries/bakersfield-gas-station,storefront,(661) 759-7805,,,,,,,,
386,386,46933,Therapeutic Health Center,CA,Bakersfield,35.406642,-119.02131499999999,medical,141 N Chester Ave,4.0,204,93308,https://weedmaps.com/dispensaries/therapeutic-health-center-2-3,storefront,877-568-3710,,,,,,,C101800000259,
387,387,35771,Kind Brothers,CA,Bakersfield,35.379808000000004,-118.995627,medical,430 Kentucky,4.0,207,93305,https://weedmaps.com/dispensaries/kind-brothers,storefront,661-374-9020,,,,,,,,
388,388,58763,Strictly 20 Cap,CA,Bakersfield,35.329146,-119.01161100000002,medical,2860 South Chester Ave. Suite A,4.0,229,93304,https://weedmaps.com/dispensaries/strictly-20-cap,storefront,(661) 481-5546,,,,,,,,
389,389,56554,All Time High Bakersfield,CA,Bakersfield,35.391028999999996,-119.017674,medical,3415 K St,4.0,387,93301,https://weedmaps.com/dispensaries/all-time-high-bakersfield-25-cap,storefront,(661) 376-4815,,,,,,,,
390,390,41974,Mars Collective,Ca,Bakersfield,35.313466,-119.003276,medical,2545 So.Union Ave,4.0,589,93307,https://weedmaps.com/dispensaries/mars-collective,storefront,661-837-1590,,,,,,,,
391,391,56555,Ministry of the Holy Grail,CA,Bakersfield,35.354143,-119.01369199999999,medical,1018 Brundage Ln,4.0,257,93304,https://weedmaps.com/dispensaries/ministry-of-the-holy-grail,storefront,(661) 759-9758,,,,,,,,
392,392,54510,ASHES,CA,Tehachapi,35.124783,-118.497685,medical,20681 West Valley Blvd,4.0,40,93561,https://weedmaps.com/dispensaries/ashes-tehachapi,storefront,661-300-1764,,,,,,,,
393,393,59236,Green Linq,Ca,Bakersfield,35.368215,-119.015551,medical,1203 California Ave,4.0,18,93304,https://weedmaps.com/dispensaries/green-linq,storefront,6613802236,,,,,,,,
394,394,32897,One Drop Collective,Ca.,Bakersfield,35.295898,-119.003134,medical,,4.0,765,93307,https://weedmaps.com/deliveries/greenzone-collective,delivery,661-631-1390 text only,,,,,,,,
395,395,40071,Hill Green,CA,Pine Mountain Club,34.852949,-119.172045,medical,,4.0,24,93222,https://weedmaps.com/deliveries/hill-green,delivery,1-855-570-5105,,,,,,,,
396,396,43277,Kern Kush Connection,CA,Bakersfield,35.334379,-119.07133600000002,medical,,4.0,12,93309,https://weedmaps.com/deliveries/kern-kush-connection,delivery,(909) 401-6890,,,,,,,,
397,397,44912,Bear Mountain Collective,CA,Bakersfield,35.339508,-119.03888899999998,medical,,4.0,10,93304,https://weedmaps.com/deliveries/bear-mountain-collective-3,delivery,6613458563,,,,,,,,
398,398,46791,Medi - Drop,CA,Bakersfield,35.332796,-119.08691100000001,medical,,5.0,5,93309,https://weedmaps.com/deliveries/medi-drop-1,delivery,661-448-2899,,,,,,,,
399,399,46019,Kern Kush Connection,CA,Bakersfield,35.285706,-119.048079,medical,,4.0,8,93313,https://weedmaps.com/deliveries/kern-kush-connection-2,delivery,(909) 401-6890,,,,,,,,
400,400,46020,Kern Kush Connection,CA,Bakersfield,35.388402,-119.05176499999999,medical,,4.0,3,93308,https://weedmaps.com/deliveries/kern-kush-connection-3,delivery,(909) 401-6890,,,,,,,,
401,401,55224,Temecula Healing Center,CA,Temecula,33.510661,-117.18398799999999,medical,42210 Roick Drive Unit 10,4.0,2020,92590,https://weedmaps.com/dispensaries/winchester-collective,storefront,760-208-8085,,,,,,,,
402,402,57243,HGH 30 CAP,CA,Homeland,33.743051,-117.10961699999999,medical,31559 US Hwy 74,4.0,2791,92548,https://weedmaps.com/dispensaries/homelands-green-house,storefront,9512239516,,,,,,,,
405,405,51086,Lucky Greens Collective,CA,El Cajon,32.8081453,-116.94041999999999,medical,1198 Broadway,4.0,1388,92021,https://weedmaps.com/dispensaries/luckys-collective,storefront,619-345-1218,,,,,,,,
407,407,56997,All Buds Collective,CA,Vista,33.16295,-117.204454,medical,2534 S Santa Fe Ave Unit C,4.0,844,92084,https://weedmaps.com/dispensaries/vista-cannabis-co,storefront,(760) 201 - 9693,,,,,,,,
408,408,59504,24/7 Collective,CA,Valley Center,33.217649,-117.033758,medical,27930 Valley Center Road,4.0,145,92082,https://weedmaps.com/dispensaries/24-7-collective-1,storefront,760-390-0073,,,,,,,,
410,410,16859,Hello Cannabis,CA,Vista,33.204059,-117.23916299999999,medical,,4.0,386,92083,https://weedmaps.com/deliveries/luckys-health-group,delivery,619-504-1538 ,,,,,,,,
411,411,9339,True Meds Delivery Incorporated,CA,Mission Valley,32.787713000000004,-117.120503,medical,,4.0,573,92104,https://weedmaps.com/deliveries/true-meds-delivery,delivery,619-332-9597,,,,,,,,
412,412,2457,SoCal Kings Collective,CA,Palm Desert,33.73839,-116.32885900000001,medical,,4.0,770,92211,https://weedmaps.com/deliveries/socalkings,delivery,7609922615,,,,,,,,
413,413,16861,Hello Cannabis,CA,San Marcos,33.128946,-117.20835100000001,medical,,4.0,355,92078,https://weedmaps.com/deliveries/luckys-health-group-2,delivery,619-504-1428,,,,,,,,
414,414,6756,The Green Apple,CA,Hemet/San Jacinto,33.758551000000004,-116.95026000000001,medical,,4.0,696,92544,https://weedmaps.com/deliveries/the-green-apple,delivery,(951)-492-2376,,,,,,,,
415,415,13317,Hello Cannabis,CA,Pacific Beach,32.806175,-117.21881299999998,medical,,4.0,234,92109,https://weedmaps.com/deliveries/a-1-deliveries-2-6,delivery,619-402-8244,,,,,,,,
416,416,25669,Exclusive Budz,CA,Clairemont Kearny,32.839809,-117.190425,medical,,4.0,474,92123,https://weedmaps.com/deliveries/exclusive-budz-10,delivery,858.226.2485,,,,,,,,
417,417,44703,Hello Cannabis,CA,Murrieta,33.582307,-117.191249,medical,,5.0,78,92562,https://weedmaps.com/deliveries/luckys-health-group-19,delivery,951-768-8922,,,,,,,,
418,418,44702,Hello Cannabis,CA,Temecula,33.503356,-117.133835,medical,,5.0,60,92591,https://weedmaps.com/deliveries/luckys-health-group-18,delivery,951-768-8903,,,,,,,,
419,419,23441,Peoples Grower - Menifee,CA,Menifee,33.687863,-117.168117,hybrid,,4.0,128,92586,https://weedmaps.com/deliveries/the-peoples-grower-2-2,delivery,951-200-2088,,,,,,,,
421,421,44696,Hello Cannabis,CA,Fallbrook,33.389169,-117.17278700000001,medical,,5.0,10,92028,https://weedmaps.com/deliveries/luckys-health-group-15,delivery,951-768-8965,,,,,,,,
422,422,43949,Calibiz Meds Delivery,CA,Ramona,33.037634999999995,-116.86294,medical,,3.0,6,92065,https://weedmaps.com/deliveries/green-house-meds-delivery-2,delivery,619-900-3379,,,,,,,,
423,423,16753,The Flower House,CA,Vista,33.1825738,-117.21759660000001,medical,1526 S. Santa Fe Unit B,4.0,3595,92084,https://weedmaps.com/dispensaries/tree-house-collective-dispensary-san-marcos,storefront,760-917-5851,,,,,,,,
424,424,58922,Kings of Cannabis,CA,Temecula,33.505295000000004,-117.16396,medical,43071 Business Park Dr,4.0,731,92590,https://weedmaps.com/dispensaries/kings-of-cannabis,storefront,951-216-0603,,,,,,,,
425,425,28115,Private Reserve 64 - Murrieta,CA,Murrieta,33.555865000000004,-117.172618,medical,40165 Murrieta Hot Springs Rd.,4.0,263,92563,https://weedmaps.com/dispensaries/the-og-clinic-dispensary-oceanside,storefront,951-704-9614,,,,,,,,
426,426,58719,Valley Center Greens,CA,Valley Center,33.2286,-117.0242,medical,28434 Cole Grade Rd,4.0,225,92082,https://weedmaps.com/dispensaries/green-valley-collective-1,storefront,7609973869,,,,,,,,
427,427,60404,"Releaf Meds ""Grand Opening""",CA,Ramona,33.050340999999996,-116.871505,medical,618 Pine St,4.0,38,92065,https://weedmaps.com/dispensaries/releaf-meds,storefront,760-440-0040,,,,,,,C1018C000005,
430,430,61854,Highway Collective,CA,El Cajon,32.841584999999995,-116.889218,medical,13789 Highway 8 Business,5.0,12,92021,https://weedmaps.com/dispensaries/highway-collective,storefront,6192019745,,,,,,,,
431,431,18336,Wholesale Green Meds - Menifee,CA,Menifee,33.677754,-117.17571000000001,medical,,4.0,352,92404,https://weedmaps.com/deliveries/wholesale-green-meds-menifee,delivery,951-401-8020,,,,,,,,
432,432,15370,Express Care,CA,El Cajon,32.775929,-116.965318,medical,,4.0,620,92020,https://weedmaps.com/deliveries/kings-kannabis,delivery,619-631-9592,,,,,,,,
433,433,9340,True Meds Delivery Incorporated,CA,San Diego,32.801889,-117.225877,medical,,4.0,728,92109,https://weedmaps.com/deliveries/true-meds-delivery-2,delivery,(619) 5043216,,,,,,,,
434,434,9342,True Meds Delivery Incorporated,CA,San Diego,32.777452000000004,-117.07333799999999,medical,,4.0,353,92115,https://weedmaps.com/deliveries/true-meds-delivery-2-3,delivery,1619 332 9597,,,,,,,,
435,435,14445,Exclusive Budz,Ca,San Marcos,33.109786,-117.082586,medical,,4.0,529,92025,https://weedmaps.com/deliveries/canna-bus-xpress-inc-2-4,delivery,858.226.2485,,,,,,,,
436,436,19748,Exclusive Budz,CA,Poway,32.98673,-117.089096,medical,,4.0,480,92064,https://weedmaps.com/deliveries/dank-remedies-2,delivery,858.226.2485,,,,,,,,
437,437,2303,Pakalolo Sunshine,CA,Clairemont,32.816978999999996,-117.188351,medical,,4.0,95,92111,https://weedmaps.com/deliveries/pakalolo-sunshine-clairemont,delivery,619-980-2597,,,,,,,,
438,438,21516,Higher Class Healing,California,Hemet,33.729245,-117.03269628,medical,,4.0,149,92545,https://weedmaps.com/deliveries/higher-class-healing-hemet-delivery,delivery, 951-501-9009,,,,,,,,
439,439,29207,The High Church Delivery,CA,Fallbrook,33.331355,-117.159861,medical,,5.0,21,92028,https://weedmaps.com/deliveries/maryjanes-mobile-fallbrook,delivery,(877) 766-5420,,,,,,,,
440,440,40729,EZY Delivery,CA,Murrieta,33.575626,-117.19635600000001,medical,,4.0,48,92551,https://weedmaps.com/deliveries/ezy-delivery-3,delivery,9512381882,,,,,,,,
441,441,60206,HARVEST COLLECTIVE 247,CA,VALLEY CENTER,33.236502,-117.052726,medical,29010 LILAC RD,5.0,94,92082,https://weedmaps.com/dispensaries/harvest-collective-247,storefront,7608771182,,,,,,,,
442,442,58494,Bud Buddies,CA,Temecula,33.514491,-117.179355,medical,42225 Remington Avenue Unit #A-21,4.0,678,92590,https://weedmaps.com/dispensaries/24-7-collective,storefront,951-294-8576,,,,,,,,
443,443,49409,Avocado Greens,CA,El Cajon,32.793328,-116.95716399999999,medical,237 Avocado ave Suite 110,4.0,464,92021,https://weedmaps.com/dispensaries/greener-field-meds,storefront,619-480-5878,,,,,,,,
445,445,16072,Hello Cannabis,CA,Clairemont,32.8239594,-117.1848787,medical,,4.0,387,92117,https://weedmaps.com/deliveries/luckys-health-group-delivery-3,delivery,619-493-6523,,,,,,,,
446,446,27026,Exclusive Budz,CA,Pacific Beach,32.79787,-117.23264099999999,medical,,4.0,290,92109,https://weedmaps.com/deliveries/exclusive-budz-12,delivery,858.226.2485,,,,,,,,
447,447,29958,Galaxy Medical Cannabis,CA,El Cajon,32.819131,-116.949656,medical,,4.0,232,92020,https://weedmaps.com/deliveries/galaxymedicalcannabis,delivery,6193327749,,,,,,,,
448,448,28922,Peoples Grower - Murrieta,Ca,Murrieta,33.573137,-117.20449199999999,hybrid,,4.0,170,92562,https://weedmaps.com/deliveries/the-peoples-grower-4,delivery,951-200-2088,,,,,,,,
449,449,15920,CY SOLUTIONS - Palm Desert,CA,Palm Desert,33.745033,-116.41595600000001,medical,,4.0,385,92260,https://weedmaps.com/deliveries/cy-solutions,delivery,209-783-8333,,,,,,,,
450,450,44698,Hello Cannabis,CA,Menifee,33.683746,-117.16161299999999,medical,,4.0,59,92584,https://weedmaps.com/deliveries/luckys-health-group-16,delivery,951-314-3571,,,,,,,,
451,451,14446,Exclusive Budz,CA,Vista,33.186427,-117.228545,medical,,4.0,312,92083,https://weedmaps.com/deliveries/canna-bus-xpress-inc-2-5,delivery,858.226.2485,,,,,,,,
452,452,42603,Empire Meds Delivery,CA,Poway,32.907302,-117.163575,medical,,4.0,57,92126,https://weedmaps.com/deliveries/empire-meds-delivery-5,delivery,619-380-6132,,,,,,,,
453,453,39953,West Coast Farms,CA,Fallbrook,33.37336,-117.240649,medical,,5.0,41,92082,https://weedmaps.com/deliveries/on-the-move-6,delivery,7602016811,,,,,,,,
454,454,1565,Santa Fe Co-Op,CA,San Jacinto,33.764998999999996,-116.96314699999999,medical,,4.0,1318,92585,https://weedmaps.com/deliveries/santa-fe-coop,delivery,951-263-4917,,,,,,,,
455,455,41509,Speedy Weedy Delivery,CA,Mission Valley,32.778923,-117.149735,hybrid,,5.0,32,92108,https://weedmaps.com/deliveries/speedy-weedy-mission-valley,delivery,619-333-3335,,INPROCESS,,,,INPROCESS,,
456,456,10480,Better Daze San Marcos / Escondido,CA,San Marcos,33.147535,-117.133372,medical,,4.0,108,92069,https://weedmaps.com/deliveries/better-daze-express-inc-2-2,delivery,619-876-3269,,,,,,,,
457,457,43421,Speedy Weedy Delivery,CA,La Jolla,32.865959000000004,-117.230585,hybrid,,5.0,17,92037,https://weedmaps.com/deliveries/speedy-weedy-delivery-la-jolla,delivery,(619) 333-3330,,INPROCESS,,,,INPROCESS,,
458,458,15887,Budzilla,CA,Temecula,33.505748,-117.09607700000001,medical,,4.0,18,92592,https://weedmaps.com/deliveries/budzilla-sd,delivery,7603920187,,,,,,,,
459,459,49425,Herbs And Essential Oils,CA.,Hemet,33.740326,-116.971324,medical,102 E. Mayberry Ave.,4.0,2374,92544,https://weedmaps.com/dispensaries/the-natural-herb,storefront,951-438-4453,,,,,,,,
460,460,60841,Karma Collective,CA,Temecula,33.514159,-117.179175,medical,42225 Remington Avenue A15,4.0,168,92590,https://weedmaps.com/dispensaries/karma-kollective,storefront,951-216-5626,,,,,,,,
462,462,59087,Washington Meds,CA,El Cajon,32.788059000000004,-116.95178200000001,medical,844 E Washington Ave,4.0,269,92020,https://weedmaps.com/dispensaries/washington-meds,storefront,6195043710,,,,,,,,
463,463,61904,North County Meds Collective,California,San Marcos,33.138996999999996,-117.19896399999999,medical,1512 Linda Vista Dr.,5.0,6,92078,https://weedmaps.com/dispensaries/northcountymedscollective,storefront,7602702938,,,,,,,,
464,464,9341,True Meds Delivery Incorporated,CA,San Diego,32.783572,-117.20201599999999,medical,,4.0,359,92110,https://weedmaps.com/deliveries/true-meds-delivery-2-2,delivery,(619) 5770910,,,,,,,,
465,465,17871,Higher Class Healing,CA,Menifee,33.688036,-117.203549,medical,,4.0,191,91786,https://weedmaps.com/deliveries/higher-class-healing,delivery,951-501-9009,,,,,,,,
466,466,20872,Higher Class Healing,CA,Murrieta,33.581379,-117.213204,medical,,4.0,149,92562,https://weedmaps.com/deliveries/higher-class-healing-2,delivery,951-501-9009,,,,,,,,
468,468,41745,Happy Time Delivery,CA,El Cajon,32.807446,-116.979684,medical,,4.0,45,92020,https://weedmaps.com/deliveries/happy-times-el-cajon,delivery,(619) 402-2345,,,,,,,,
469,469,36598,SPEEDWEED,CA,San Marcos,33.148394,-117.18892199999999,medical,,4.0,154,92069,https://weedmaps.com/deliveries/bloom-room-2-3,delivery,858-337-9801,,,,,,,,
470,470,40727,EZY Delivery,CA,Temecula,33.515753000000004,-117.14713300000001,medical,,4.0,31,92551,https://weedmaps.com/deliveries/ezy-delivery,delivery,9512381882,,,,,,,,
473,473,56126,420 Friends,CA,Temecula,33.511835,-117.178201,medical,42095 Zevo Dr. Unit A-9,4.0,281,92590,https://weedmaps.com/dispensaries/thc-desert-dreams,storefront,951-719-1280,,,,,,,,
474,474,60787,"Hemet Healing "" Grand Opening""",Ca,Hemet,33.747405,-116.970272,medical,207 E Florida Ave,4.0,166,92543,https://weedmaps.com/dispensaries/hemet-healing-2,storefront,9516512112,,,,,,,,
475,475,52796,Planet Greens,CA,Escondido,33.135882,-117.05675600000001,medical,1760 E Valley Parkway,4.0,985,92025,https://weedmaps.com/dispensaries/planetgreens,storefront,7605752124,,,,,,,,
476,476,61880,501 Meds,CA,El Cajon,32.790326,-116.97626799999999,medical,501 Front st,4.0,13,92020,https://weedmaps.com/dispensaries/501-meds,storefront,619-312-5813,,,,,,,,
477,477,943,Green Chill,CA,Ramona,33.018485,-116.86651499999999,medical,,4.0,265,92065,https://weedmaps.com/deliveries/green-chill,delivery,(619) 733-1608,,,,,,,,
478,478,1082,Love Bud - Hemet,CA,Hemet & San Jacinto,33.743873,-117.006281,medical,,4.0,693,92545,https://weedmaps.com/deliveries/lovebud,delivery,951-473-3502,,,,,,,,
480,480,29960,Galaxy Medical Cannabis,CA,La Mesa,32.777027000000004,-117.02361499999999,medical,,4.0,119,91942,https://weedmaps.com/deliveries/galaxy-medical-cannabis-2,delivery,619-332-7749,,,,,,,,
482,482,38553,Hello Cannabis,CA,Solana Beach,33.019498999999996,-117.20388500000001,medical,,5.0,49,92091,https://weedmaps.com/deliveries/luckys-health-group-solana-beach,delivery,760-524-2984,,,,,,,,
483,483,12154,Express Delivery Service - Murrieta,ca,Murrieta,33.591521,-117.20866200000002,medical,,4.0,103,92591,https://weedmaps.com/deliveries/expressdeliveryservice,delivery,951-400-1563,,,,,,,,
484,484,39950,West Coast Farms,CA,San Marcos,33.150923999999996,-117.16188100000001,medical,,4.0,99,92024,https://weedmaps.com/deliveries/on-the-move-3,delivery,7602016811,,,,,,,,
485,485,45515,Temecula Wellness,CA,Temecula,33.493975,-117.11178600000001,medical,,4.0,341,92590,https://weedmaps.com/deliveries/temecula-wellness-1,delivery,951-473-3874 ,,,,,,,,
486,486,40616,Speedy Weedy Delivery,CA,Santee,32.838401,-116.967258,hybrid,,4.0,64,92071,https://weedmaps.com/deliveries/speedy-weedy-delivery,delivery,619-333-3335,,INPROCESS,,,,INPROCESS,,
487,487,905,BEST FRIENDS FARM,CA,Rancho Mirage,33.737617,-116.41916499999999,medical,,4.0,149,92270,https://weedmaps.com/deliveries/best-friends-farm,delivery,760-660-5579,,,,,,,,
488,488,40728,EZY Delivery,CA,Menifee,33.696057,-117.151095,medical,,4.0,114,92551,https://weedmaps.com/deliveries/ezy-delivery-2,delivery,9512381882,,,,,,,,
489,489,14116,Budzilla,Ca,Mission Valley,32.778220000000005,-117.13563400000001,medical,,4.0,31,92108,https://weedmaps.com/deliveries/budzilla-2-2,delivery,619-836-0619,,,,,,,,
490,490,15899,WEEDRIVE,CA,Poway/Mira Mesa,32.951825,-117.062494,medical,,4.0,136,92064,https://weedmaps.com/deliveries/weedrive-10,delivery,6194022849,,,,,,,,
492,492,45726,Speedy Weedy Delivery,CA,Pacific Beach,32.800374,-117.229303,hybrid,,5.0,1,92109,https://weedmaps.com/deliveries/speedy-weedy-delivery-11,delivery,(619) 333-3330,,INPROCESS,,,,INPROCESS,,
493,493,48865,Golden State,CA,Temecula,33.51296,-117.16228400000001,medical,"27585 Commerce Center Drive, Suite A",4.0,1420,92590,https://weedmaps.com/dispensaries/temecula-holistic-health-2,storefront,951-694-4700,,,,,,,,
496,496,7158,Peoples Choice SD,CA,Poway/Mira Mesa,32.950002000000005,-117.115775,medical,,4.0,633,92129,https://weedmaps.com/deliveries/peoples-choice-sd-10-5,delivery,858-282-7919,,,,,,,,
497,497,18931,The Gas Station Delivery - Menifee,CA,Menifee,33.686997999999996,-117.175003,medical,,4.0,258,92586,https://weedmaps.com/deliveries/the-gas-station-delivery-3,delivery,1 (909) 420-5214,,,,,,,,
498,498,31298,Peoples Grower - Temecula,CA,Temecula,33.507872,-117.12361399999999,hybrid,,4.0,120,92592,https://weedmaps.com/deliveries/peoples-grower-temecula,delivery,951-200-2088,,,,,,,,
499,499,28504,Exotic Meds,CA,San Diego,32.827701,-117.206053,medical,,4.0,953,92020,https://weedmaps.com/deliveries/exotic-alternatives-inc-2-3-2,delivery,619-610-8587,,,,,,,,
500,500,23381,House Of Dank,CA,El Cajon,32.787023,-116.97093400000001,medical,,4.0,130,92020,https://weedmaps.com/deliveries/house-of-dank-6,delivery,619-558-6718,,,,,,,,
502,502,45499,Nevada Made Marijuana,NV,Laughlin,35.161315,-114.575154,recreational,1975 S Casino Dr,4.0,1913,89029,https://weedmaps.com/dispensaries/nevada-medical-marijuana-2,storefront,(702) 737-7777,,,,,,,,
503,503,25587,Debbie's Dispensary,AZ,Bullhead City,35.052646,-114.58693600000001,medical,3550 North Lane Suite 110,4.0,957,86442,https://weedmaps.com/dispensaries/debbie-s-dispensary,storefront,928-768-4665,,,,,,,,
507,507,42894,Cannalife365,CA,Needles,34.825871,-114.595937,medical,,4.0,23,92363,https://weedmaps.com/deliveries/cannalife-1,delivery,760-282-4716,,,,,,,,
509,509,25140,Mohave Green,AZ,Mohave Valley,34.957518,-114.59668300000001,medical,6870 S Hwy 95 #251,0.0,0,86440,https://weedmaps.com/dispensaries/mohavegreen-az,storefront,,,,,,,,,
510,510,47986,Leave it to Nature - DRIVE THRU AVAILABLE!,CA,Shasta Lake,40.679823,-122.35205400000001,hybrid,5340 Shasta Dam Blvd,4.0,175,96019,https://weedmaps.com/dispensaries/leave-it-to-nature,storefront,530-691-7199,,,A1017000065,,,,M10170000105,
511,511,7334,420 Express,Ca,Redding,40.576212,-122.38648700000002,medical,,4.0,405,96003,https://weedmaps.com/deliveries/420-express-421-426,delivery,Call only (530) 691-3624,,,,,,,,
513,513,18717,The Green Heart - Mt. Shasta,Ca,Mt. Shasta,41.308023999999996,-122.31145500000001,hybrid,625 S. Mt. Shasta Blvd,4.0,64,96067,https://weedmaps.com/dispensaries/the-green-heart,storefront,(530) 918-9440,,,A1017000076,,,,M10180000148,
515,515,27449,The Farmacy,CA,Redding,40.586453000000006,-122.358066,medical,,4.0,132,96001,https://weedmaps.com/deliveries/the-farmacy-4,delivery,530-710-3025,,,,,,,,
516,516,35613,Redding Cannabis Caregivers,CA,Redding,40.571039,-122.360475,medical,,4.0,20,96002,https://weedmaps.com/deliveries/redding-cannabis-caregivers,delivery,530-410-4083,,,,,,,,
517,517,20518,Firefly Delivery,CA,Redding,40.592935,-122.351405,medical,,4.0,59,96002,https://weedmaps.com/deliveries/firefly-delivery-3-2,delivery,530-953-9230,,,,,,,,
522,522,46782,"Heaven - Fresno, Clovis",CA,Fresno,36.824971999999995,-119.79071100000002,medical,"By Appointment Only, Call To Verify",4.0,1230,93710,https://weedmaps.com/dispensaries/heaven,storefront,559-217-3161,,,,,,,,
523,523,16544,The Gas Station - Fresno,CA,Fresno,36.837185,-119.79034399999999,medical,,4.0,171,93711,https://weedmaps.com/deliveries/the-gas-station-fresno,delivery,559-981-0696,,,,,,,,
524,524,20544,The Gas Station - Clovis,CA,Clovis,36.852183000000004,-119.729708,medical,,4.0,126,93619,https://weedmaps.com/deliveries/the-gas-station-fresno-2,delivery,559-981-0696,,,,,,,,
525,525,45204,Green Medical Express - Oakhurst,CA,Oakhurst,37.293547,-119.64793799999998,medical,,5.0,6,93644,https://weedmaps.com/deliveries/green-medical-express-oakhurst,delivery,5597605676,,,,,,,,
526,526,59644,MJ 13 Elevated,California,Fresno,36.815665,-119.78232,medical,Please call for appointment / location,4.0,56,93710,https://weedmaps.com/dispensaries/mj-13-elevated,storefront,(559) 712-1516,,,,,,,,
527,527,12133,Young Power 420 - Fresno,CA,Fresno,36.786640000000006,-119.79073999999999,medical,,4.0,597,93726,https://weedmaps.com/deliveries/young-power-420,delivery,559-394-2025,,,,,,,,
528,528,23047,MJ 13 Delivery,CALIFORNIA,Clovis,36.808526,-119.72721399999999,medical,,4.0,55,92561,https://weedmaps.com/deliveries/mj-13-delivery,delivery,559-712-1516,,,,,,,,
529,529,901,Hempceuticals,California,Fresno,36.837257,-119.826278,medical,,4.0,569,93711,https://weedmaps.com/deliveries/hempseuticals,delivery,559-412-6078,,,,,,,,
530,530,50920,Cafe 710,CA,Fresno,36.836431,-119.912347,medical,**Call for verification**,4.0,258,93722,https://weedmaps.com/dispensaries/buds-4-life-2-o,storefront,559-246-8792,,,,,,,,
531,531,33849,559 Flowerz,CA,Clovis/Fresno,36.851963,-119.75671100000001,medical,,4.0,49,93720,https://weedmaps.com/deliveries/559-flowerz,delivery,559-978-6305,,,,,,,,
532,532,26916,Central Valley Green,CA,Fresno,36.822772,-119.82635400000001,medical,,4.0,176,93650,https://weedmaps.com/deliveries/central-valley-green,delivery,559-578-7904,,,,,,,,
533,533,56852,"Mile High Dispensary, LLC",CA,Fresno,36.728739000000004,-119.780377,medical,By appointment only,4.0,21,93721,https://weedmaps.com/dispensaries/mile-high-dispensary-llc,storefront,(559) 442-1228,,,,,,,,
534,534,214,"Bat Buds Collective - Fresno, Clovis",CA,Fresno,36.805991999999996,-119.846682,medical,,4.0,310,93722,https://weedmaps.com/deliveries/bat-buds-collective,delivery,244-9805 312-0230,,,,,,,,
535,535,15545,The Dabfather Delivery Service - Fresno,CA,Fresno,36.786666,-119.833776,medical,,4.0,52,93705,https://weedmaps.com/deliveries/the-dabfather-delivery-service,delivery,559-397-4422,,,,,,,,
536,536,27520,CLOUD LEGENDS 420,CA,Clovis,36.808634999999995,-119.73629,medical,,4.0,265,93726,https://weedmaps.com/deliveries/cloud-legends,delivery,559-269-7236,,,,,,,,
537,537,45512,Central Valley Alternative,CA,Fresno,36.830176,-119.790379,medical,,5.0,1,93710,https://weedmaps.com/deliveries/central-valley-alternative-4,delivery,(800) 976-2406,,,,,,,,
538,538,43497,Hermies Herbs,CA,Dinuba,36.545796,-119.39048600000001,medical,,2.0,20,93618,https://weedmaps.com/deliveries/hermies-herbs,delivery,(559) 643-6966,,,,,,,,
539,539,1470,Guaranteed Flight 559 - Fresno,CA,Fresno,36.80878,-119.79049599999999,medical,,4.0,1324,93704,https://weedmaps.com/deliveries/guaranteed-flight-559,delivery,559-288-4044,,10296040810000,,,,,,
540,540,7742,The Valleys Finest,CA,Clovis,36.837396999999996,-119.66408200000001,medical,,4.0,309,93611,https://weedmaps.com/deliveries/the-valleys-finest-2,delivery,559-575-5554,,,,,,,,
541,541,43971,Hermies Herbs,CA,Fresno,36.808546,-119.75426100000001,medical,,4.0,21,93710,https://weedmaps.com/deliveries/hermies-herbs-fresno,delivery,(559) 643-6966,,,,,,,,
542,542,59265,The 420 Chronicles,CA,Fresno,36.84,-119.79,medical,Call for Address,2.0,13,93650,https://weedmaps.com/dispensaries/the-420-chronicles,storefront,(559) 681-2773,,,,,,,,
543,543,28605,Top Shelf,CA,Clovis,36.801241999999995,-119.727208,medical,,4.0,185,93611,https://weedmaps.com/deliveries/top-shelf-15,delivery,(559) 349-0109,,,,,,,,
