id,name,state,city_x,latitude,longitude,license_type,address,rating,reviews_count,zip_code_x,web_url,retailer_services,phone_x,email_x,website_x,adult_use_cultivation,adult_use_nonstorefront,adult_use_retail,distributor,medical_cultivation,medical_nonstorefront,medical_retail,microbusiness,date_scraped,License Number,License Type,Business Owner,Business Contact Information,Business Structure,Premise Address,Status,Issue Date,Expiration Date,Activities,Adult-Use/Medicinal,zip_code_y,city_y,email_y,website_y,company_name,phone_y,License_no_dash
3443,Budee,CA,San Jose,37.287596,-121.845052,hybrid,,3.22692307692308,52,95111,https://weedmaps.com/deliveries/green-life-care-2-7,delivery,925-953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
4279,Budee,CA,Milpitas,37.434019,-121.89356599999999,hybrid,,3.4285714285714306,21,95035,https://weedmaps.com/deliveries/budee-2-2,delivery,925-953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
26334,Budee,CA,Morgan Hill,37.113312,-121.64286799999999,hybrid,,4.64444444444444,9,95037,https://weedmaps.com/deliveries/budee-65,delivery,(925)953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
26337,Budee,CA,Gilroy,37.00439,-121.577082,hybrid,,3.55555555555556,27,95020,https://weedmaps.com/deliveries/budee-68,delivery,(925)953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
26338,Budee,CA,Morgan Hill,37.134944,-121.65849399999999,hybrid,,2.6307692307692303,13,95037,https://weedmaps.com/deliveries/budee-69,delivery,925-953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
8105,Budee,CA,Orangevale,38.693591,-121.271557,hybrid,,3.6421052631578896,38,95610,https://weedmaps.com/deliveries/budee-2-26,delivery,925-953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
24648,Budee,CA,Vacaville,38.357548,-121.991024,hybrid,,3.2,24,95688,https://weedmaps.com/deliveries/budee-41,delivery,925-953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
8107,Budee,CA,Davis,38.546439,-121.76156599999999,hybrid,,3.06666666666667,18,95616,https://weedmaps.com/deliveries/budee-2-28,delivery,(925)953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
24647,Budee,CA,Fairfield,38.25692,-122.067692,hybrid,,2.4952380952381,21,94534,https://weedmaps.com/deliveries/budee-40,delivery,925-953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
8716,Budee,CA,Sacramento,38.575027,-121.506121,hybrid,,3.7304347826087003,23,95811,https://weedmaps.com/deliveries/budee-2-32,delivery,925-953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
8715,Budee,CA,Carmichael,38.638609,-121.369413,hybrid,,3.34,10,95608,https://weedmaps.com/deliveries/budee-2-31,delivery,(925)953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
8714,Budee,CA,Sacramento,38.547203,-121.46460400000001,hybrid,,2.88571428571429,14,95817,https://weedmaps.com/deliveries/budee-2-30,delivery,925-953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
8102,Budee,CA,Sacramento,38.623889,-121.475481,hybrid,,2.98181818181818,11,95833,https://weedmaps.com/deliveries/budee-2-25,delivery,925-953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
8713,Budee,CA,Sacramento,38.576440999999996,-121.456088,hybrid,,2.925,8,95816,https://weedmaps.com/deliveries/budee-2-29,delivery,925-953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
8106,Budee,CA,Sacramento,38.586711,-121.343273,hybrid,,3.32727272727273,11,95821,https://weedmaps.com/deliveries/budee-2-27,delivery,925-953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
8717,Budee,CA,Sacramento South,38.52497,-121.40896000000001,hybrid,,2.83,20,95820,https://weedmaps.com/deliveries/budee-2-33,delivery,(925)953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
26333,Budee,CA,Moss Landing,36.799103,-121.785945,hybrid,,4.975,8,95039,https://weedmaps.com/deliveries/budee-64,delivery,925-953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
26327,Budee,CA,Monterey,36.614706,-121.83061200000002,hybrid,,4.75,4,93955,https://weedmaps.com/deliveries/budee-61,delivery,(925)953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
26336,Budee,CA,Carmel-By-The-Sea,36.5569,-121.921851,hybrid,,3.13333333333333,9,93923,https://weedmaps.com/deliveries/budee-67,delivery,(925)953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
26332,Budee,CA,Pebble Beach,36.590514,-121.944923,hybrid,,2.8,7,93953,https://weedmaps.com/deliveries/budee-63,delivery,925-953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
26328,Budee,CA,Pacific Grove,36.622536,-121.920703,hybrid,,2.25,4,93950,https://weedmaps.com/deliveries/budee-62,delivery,(925)953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
26324,Budee,CA,Marina,36.654899,-121.80931899999999,hybrid,,2.3333333333333304,3,93955,https://weedmaps.com/deliveries/budee-60,delivery,925-953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
26335,Budee,CA,Prunedale,36.787735999999995,-121.66765,hybrid,,4.3,8,93907,https://weedmaps.com/deliveries/budee-66,delivery,(925)953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
26323,Budee,CA,Salinas,36.697874,-121.668231,hybrid,,3.0,7,93907,https://weedmaps.com/deliveries/budee-59,delivery,925-953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
26322,Budee,CA,Salinas,36.703144,-121.631354,hybrid,,0.0,0,93906,https://weedmaps.com/deliveries/budee-58,delivery,925-953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
39036,Budee,CA,Visalia,36.336937,-119.292323,hybrid,,1.44444444444444,18,93291,https://weedmaps.com/deliveries/budee-visalia,delivery,925-953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
32705,Budee,CA,Atascadero,35.489357,-120.67036499999999,hybrid,,2.77,20,93422,https://weedmaps.com/deliveries/budee-d12cc89c-0d2a-47aa-a620-acebe63e140c,delivery,925-953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
32697,Budee,CA,San Luis Obispo,35.283637,-120.65659099999999,hybrid,,2.4777777777777796,18,93401,https://weedmaps.com/deliveries/budee-cd492352-8804-4bac-b274-c68c3e84b0a4,delivery,925-953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,M9180000076TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
32703,Budee,CA,Baywood-Los Osos,35.323188,-120.83098000000001,hybrid,,2.0,11,93402,https://weedmaps.com/deliveries/budee-a4a2c319-e882-423a-ba98-11a55f021b6e,delivery,925-953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
32704,Budee,CA,San Miguel,35.648383,-120.678533,hybrid,,1.88888888888889,9,93446,https://weedmaps.com/deliveries/budee-009b847a-310a-4ad9-aaa1-f655054abbad,delivery,925-953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
32698,Budee,CA,Chorro,35.294148,-120.67799,hybrid,,1.6666666666666698,6,93405,https://weedmaps.com/deliveries/budee-146d9727-eada-4922-a1de-55bffae32bed,delivery,925-953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
24644,Budee,CA,Martinez,38.013007,-122.12764399999999,hybrid,,4.0,3,94553,https://weedmaps.com/deliveries/budee-37,delivery,925-953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
12876,Budee,Ca,Pittsburg,38.002678,-121.884677,hybrid,,3.94736842105263,38,94565,https://weedmaps.com/deliveries/budee-2-34,delivery,(925)953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
4278,Budee,CA,Antioch,37.971384,-121.796203,hybrid,,3.5190476190476203,42,94565,https://weedmaps.com/deliveries/budee-2,delivery,925-953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
3970,Budee,CA,Brentwood,38.021201,-121.835085,hybrid,,3.25116279069767,43,94509,https://weedmaps.com/deliveries/green-life-care-2-3,delivery,925-953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
39042,Budee,CA,Stockton,37.977403,-121.318274,hybrid,,2.6363636363636402,11,95204,https://weedmaps.com/deliveries/budee-stockton,delivery,925-953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
32005,Budee,CA,Santa Clarita,34.497436,-118.619855,hybrid,,1.0,1,91384,https://weedmaps.com/deliveries/budee-0c36beaa-553a-4cc9-ab76-d8e51a5fa215,delivery,925-953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
15391,Budee,CA,Camarillo,34.230918,-119.019159,hybrid,,4.375,16,93012,https://weedmaps.com/deliveries/budee-inc,delivery,(925)953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
15392,Budee,CA,camarillo,34.218369,-119.04790700000001,hybrid,,3.0833333333333304,12,93010,https://weedmaps.com/deliveries/budee-inc-2,delivery,(925)953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
15394,Budee,CA,ventura,34.265417,-119.21256899999999,hybrid,,2.5,12,93003,https://weedmaps.com/deliveries/budee-3,delivery,(925)953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
7864,Budee,CA,Moorpark,34.278914,-118.885415,hybrid,,4.8,12,93021,https://weedmaps.com/deliveries/budee-2-19,delivery,(925)953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
8094,Budee,CA,Moorpark,34.26368,-118.88665900000001,hybrid,,4.65714285714286,14,93021,https://weedmaps.com/deliveries/budee-2-22,delivery,(925)953-2850,contact@budee.org,www.budee.org,,A9180000075TEMP,,,,A9180000075TEMP,,,2019-03,A9180000075TEMP,Cannabis - Retailer Nonstorefront Temporary License,Salvador Villanueva III,"BUDEE, INC. : Email- sal@budee.org : Phone- 8053044935 : Website- www.budee.org",Corporation,"OAKLAND, CA 94612 County: ALAMEDA ",Active,07/14/2019,03/21/2018,N/A for this license type,BOTH,94612,oakland,sal@budee.org,www.budee.org,"budee, inc.",8053044935.0,A9180000075TEMP
